,valor_venda
21056,714868.92
21057,336663.96
21058,361380.45
21059,303140.66
21060,410738.73
21061,466376.16
21062,355035.89
21063,297756.92
21064,646018.56
21065,507189.21
21066,630853.5
21067,403674.57
21068,719478.3
21069,248252.45
21070,552997.92
21071,310730.5
21072,715703.64
21073,415297.55
21074,673708.01
21075,780690.93
21076,639838.07
21077,361831.15
21078,485828.02
21079,287501.82
21080,745478.82
21081,688444.47
21082,393453.22
21083,616571.81
21084,629708.11
21085,289664.39
21086,477959.08
21087,746340.08
21088,735452.84
21089,376640.9
21090,310017.84
21091,723188.58
21092,795562.57
21093,745418.85
21094,352625.35
21095,794664.45
21096,254068.03
21097,241202.25
21098,271236.15
21099,379907.29
21100,604452.27
21101,630385.58
21102,336163.81
21103,256033.68
21104,278907.32
21105,760111.48
21106,666304.34
21107,581257.74
21108,566678.77
21109,462581.96
21110,279435.33
21111,318913.17
21112,659184.12
21113,742027.03
21114,774007.32
21115,717417.85
21116,329467.57
21117,305623.15
21118,729122.17
21119,455254.52
21120,599997.58
21121,550207.6
21122,295063.63
21123,425062.55
21124,511652.22
21125,305218.61
21126,736470.44
21127,322434.4
21128,505016.05
21129,705360.86
21130,388748.26
21131,685169.9
21132,560014.94
21133,254186.11
21134,414328.21
21135,461705.29
21136,617903.59
21137,746301.53
21138,719682.52
21139,433217.79
21140,316355.03
21141,258467.45
21142,700865.9
21143,679047.82
21144,627930.08
21145,795490.15
21146,439206.04
21147,553159.09
21148,580776.21
21149,545719.25
21150,513383.25
21151,718885.73
21152,786753.33
21153,310597.33
21154,714999.2
21155,692428.52
21156,475253.88
21157,754794.25
21158,451381.49
21159,666451.78
21160,472791.75
21161,402098.18
21162,275183.5
21163,308101.05
21164,383659.52
21165,312133.0
21166,518557.7
21167,412373.62
21168,394694.78
21169,668245.02
21170,715345.7
21171,713639.58
21172,575555.8
21173,546715.15
21174,281537.21
21175,766171.07
21176,603083.04
21177,406516.05
21178,658713.5
21179,350909.8
21180,578146.8
21181,622606.22
21182,270635.47
21183,570911.73
21184,749894.86
21185,746797.23
21186,429968.37
21187,253326.68
21188,580172.79
21189,587680.37
21190,710955.1
21191,587668.35
21192,391992.62
21193,782432.46
21194,752275.31
21195,391263.27
21196,450412.3
21197,252354.21
21198,453271.02
21199,382786.63
21200,421427.66
21201,703876.35
21202,746044.72
21203,780214.24
21204,507694.33
21205,337821.04
21206,327291.73
21207,302555.53
21208,466814.11
21209,414555.6
21210,319588.26
21211,575491.88
21212,584313.81
21213,271062.76
21214,338165.07
21215,271051.33
21216,477977.34
21217,625159.88
21218,511084.23
21219,316275.57
21220,293296.72
21221,455757.52
21222,512953.02
21223,538926.01
21224,398036.48
21225,623357.09
21226,393748.23
21227,254201.71
21228,506551.7
21229,774573.57
21230,531579.34
21231,589808.83
21232,273733.43
21233,335236.39
21234,348969.26
21235,323796.63
21236,469971.36
21237,650248.18
21238,482174.64
21239,504016.87
21240,667311.98
21241,544493.96
21242,785776.49
21243,696471.57
21244,600678.49
21245,642638.55
21246,407184.14
21247,791862.48
21248,664492.53
21249,382236.28
21250,613069.73
21251,727838.86
21252,320789.88
21253,431745.59
21254,329886.29
21255,656790.33
21256,556540.95
21257,275795.08
21258,313084.24
21259,282504.34
21260,661769.2
21261,275770.34
21262,356286.54
21263,336625.0
21264,493075.12
21265,798940.02
21266,250102.43
21267,755012.18
21268,658271.81
21269,706920.62
21270,672000.89
21271,608615.71
21272,541208.77
21273,747472.12
21274,748480.9
21275,797251.63
21276,757078.04
21277,739867.45
21278,481971.75
21279,545379.54
21280,787047.79
21281,373022.47
21282,739833.17
21283,472197.64
21284,609400.26
21285,331822.16
21286,738446.42
21287,690561.27
21288,541622.33
21289,418263.72
21290,707144.13
21291,548478.04
21292,267415.93
21293,564058.95
21294,730336.5
21295,776047.85
21296,291078.53
21297,504494.57
21298,365922.2
21299,612548.01
21300,726195.61
21301,386464.36
21302,559645.02
21303,377389.81
21304,659241.95
21305,388100.99
21306,758877.32
21307,689499.19
21308,635030.49
21309,353201.38
21310,315600.59
21311,688912.66
21312,509709.92
21313,516600.25
21314,697514.32
21315,751701.79
21316,762166.96
21317,433278.91
21318,257842.44
21319,628719.13
21320,670495.38
21321,467508.48
21322,472285.64
21323,297048.17
21324,503653.2
21325,624122.99
21326,382591.0
21327,787398.46
21328,346006.04
21329,747440.32
21330,779502.61
21331,309621.2
21332,677603.49
21333,322809.79
21334,672829.37
21335,659029.25
21336,619611.74
21337,571274.03
21338,320909.82
21339,470950.46
21340,664565.68
21341,410015.11
21342,432295.38
21343,681289.5
21344,684823.66
21345,744926.46
21346,779172.47
21347,334124.37
21348,636829.32
21349,720179.01
21350,719010.37
21351,418772.84
21352,496226.77
21353,641042.09
21354,418677.23
21355,681400.91
21356,542704.48
21357,797051.74
21358,261636.44
21359,280094.3
21360,645249.82
21361,420515.44
21362,625558.24
21363,434331.59
21364,275124.92
21365,278272.25
21366,430524.4
21367,277902.3
21368,481098.24
21369,484878.09
21370,439758.36
21371,511950.77
21372,364411.62
21373,652146.33
21374,341112.46
21375,751666.42
21376,714760.46
21377,394868.93
21378,240279.83
21379,459106.33
21380,268421.6
21381,710638.92
21382,317885.45
21383,245776.97
21384,624113.43
21385,293260.41
21386,440022.07
21387,287226.27
21388,487235.0
21389,675975.32
21390,527347.56
21391,655374.17
21392,483921.38
21393,403778.83
21394,237762.54
21395,790809.2
21396,687754.41
21397,363754.69
21398,285637.98
21399,617865.53
21400,599415.75
21401,694985.2
21402,486429.57
21403,332208.27
21404,637396.82
21405,523420.65
21406,505057.92
21407,707129.51
21408,318323.29
21409,300878.46
21410,755631.71
21411,503549.49
21412,282768.72
21413,639659.12
21414,560850.31
21415,262266.54
21416,264455.57
21417,305775.1
21418,780209.85
21419,559109.22
21420,478388.95
21421,525455.09
21422,300830.92
21423,433631.34
21424,600193.1
21425,783942.57
21426,755777.16
21427,301252.97
21428,463093.54
21429,707605.88
21430,718274.06
21431,694685.23
21432,713353.15
21433,444629.7
21434,400878.75
21435,240176.25
21436,369487.42
21437,270598.67
21438,577858.57
21439,406580.44
21440,400289.41
21441,407955.65
21442,440959.83
21443,472901.56
21444,264098.18
21445,498414.9
21446,436918.71
21447,604909.11
21448,412867.99
21449,258294.04
21450,645845.75
21451,636138.96
21452,390311.61
21453,518638.27
21454,599272.5
21455,632861.81
21456,347609.02
21457,430345.82
21458,258285.45
21459,346083.83
21460,701070.56
21461,659331.36
21462,434845.93
21463,238202.95
21464,530421.73
21465,745387.83
21466,336649.8
21467,342530.71
21468,475807.28
21469,451135.73
21470,399594.56
21471,318687.76
21472,284694.9
21473,476133.81
21474,335420.56
21475,466202.13
21476,380218.25
21477,629139.36
21478,518895.6
21479,298738.64
21480,405931.18
21481,641230.22
21482,357268.91
21483,304276.87
21484,759226.04
21485,537254.33
21486,601050.18
21487,697620.62
21488,700616.94
21489,412001.21
21490,275800.33
21491,696317.28
21492,776762.52
21493,553477.53
21494,673537.92
21495,461975.42
21496,622746.96
21497,362069.27
21498,453914.97
21499,278900.23
21500,733584.31
21501,611490.15
21502,685136.68
21503,589396.28
21504,517205.26
21505,437317.37
21506,720234.05
21507,322961.96
21508,491236.7
21509,308710.82
21510,758725.93
21511,351404.35
21512,524933.2
21513,253504.38
21514,497180.67
21515,623591.07
21516,389865.24
21517,303989.8
21518,706733.15
21519,621823.46
21520,304284.15
21521,546685.93
21522,768713.97
21523,660582.37
21524,375280.12
21525,472740.21
21526,629957.64
21527,371204.55
21528,403918.32
21529,466485.2
21530,658752.98
21531,796835.17
21532,648486.11
21533,655679.64
21534,433274.71
21535,716913.65
21536,330781.51
21537,596046.82
21538,345994.71
21539,566058.69
21540,761973.17
21541,659759.11
21542,735576.54
21543,539602.9
21544,666842.05
21545,347249.82
21546,455131.78
21547,347152.71
21548,643574.02
21549,458706.7
21550,724928.82
21551,638533.74
21552,260149.5
21553,492404.13
21554,592282.73
21555,296083.54
21556,658732.22
21557,400580.17
21558,638571.2
21559,532566.71
21560,306073.94
21561,496763.49
21562,335968.46
21563,621442.44
21564,292305.61
21565,320796.97
21566,291480.38
21567,384352.64
21568,732162.67
21569,423766.02
21570,719036.52
21571,488749.32
21572,599143.22
21573,353812.96
21574,782737.29
21575,354069.87
21576,791146.97
21577,267775.53
21578,355569.13
21579,584093.73
21580,321371.24
21581,613234.81
21582,351259.83
21583,735432.06
21584,656450.75
21585,631375.97
21586,794803.18
21587,562372.17
21588,757693.44
21589,416592.01
21590,405090.05
21591,464549.55
21592,348644.04
21593,669440.68
21594,477741.7
21595,375492.0
21596,614993.33
21597,279231.59
21598,792488.2
21599,542871.81
21600,424047.57
21601,794124.11
21602,250068.14
21603,406690.14
21604,339686.32
21605,663258.31
21606,644049.95
21607,262727.02
21608,276044.22
21609,344638.04
21610,517112.13
21611,301138.52
21612,741813.88
21613,271941.26
21614,682636.24
21615,453741.11
21616,473140.09
21617,493614.55
21618,439337.0
21619,511110.4
21620,797858.19
21621,758534.84
21622,541857.66
21623,288562.07
21624,694088.88
21625,634143.66
21626,259898.15
21627,477142.71
21628,290500.06
21629,658912.25
21630,644531.86
21631,783531.42
21632,501565.26
21633,629780.33
21634,396265.44
21635,350359.1
21636,429139.75
21637,417146.22
21638,503057.09
21639,587665.16
21640,699038.04
21641,248349.25
21642,238349.78
21643,666863.69
21644,580134.45
21645,335232.72
21646,554208.12
21647,694058.93
21648,696064.1
21649,477430.72
21650,288936.23
21651,644870.38
21652,296052.42
21653,652840.89
21654,651242.2
21655,276990.57
21656,314473.49
21657,390467.26
21658,665853.04
21659,363574.44
21660,237876.83
21661,325816.83
21662,736312.01
21663,325672.85
21664,790813.1
21665,638140.87
21666,646286.37
21667,794887.04
21668,264849.85
21669,330561.41
21670,635523.88
21671,664997.24
21672,543631.91
21673,794759.37
21674,665286.92
21675,277664.06
21676,623239.32
21677,400391.73
21678,764258.52
21679,362462.31
21680,797646.68
21681,533761.8
21682,513475.35
21683,280602.22
21684,580641.36
21685,625756.64
21686,730619.32
21687,734427.75
21688,727333.13
21689,702715.84
21690,663921.75
21691,429225.03
21692,247966.94
21693,651673.26
21694,409121.55
21695,630849.42
21696,274465.04
21697,428843.31
21698,642837.5
21699,778654.03
21700,417284.37
21701,748649.35
21702,605846.31
21703,322958.05
21704,682287.18
21705,305094.89
21706,726451.49
21707,731710.17
21708,666177.5
21709,474329.74
21710,702238.16
21711,535674.64
21712,728466.22
21713,343019.54
21714,642860.06
21715,604901.32
21716,667355.35
21717,330094.52
21718,654141.89
21719,354584.78
21720,665376.99
21721,515497.51
21722,469463.1
21723,386557.29
21724,610605.34
21725,769523.94
21726,268615.71
21727,594118.01
21728,330626.56
21729,622458.75
21730,288084.07
21731,444331.24
21732,558023.36
21733,724073.2
21734,589753.03
21735,458141.25
21736,371348.82
21737,423906.34
21738,621767.84
21739,317011.32
21740,255767.08
21741,624618.87
21742,649009.02
21743,578558.18
21744,561233.27
21745,567996.72
21746,643020.26
21747,561435.78
21748,439867.31
21749,471303.19
21750,662840.84
21751,560955.18
21752,306453.03
21753,629667.09
21754,534959.56
21755,644259.89
21756,416108.95
21757,321297.21
21758,460818.68
21759,358411.39
21760,427185.29
21761,413831.92
21762,288272.12
21763,310443.87
21764,492232.45
21765,330526.07
21766,262950.72
21767,502112.87
21768,747829.77
21769,566852.51
21770,512622.14
21771,457329.03
21772,248905.69
21773,546830.7
21774,332244.51
21775,576867.79
21776,610302.27
21777,766282.61
21778,727132.22
21779,520768.23
21780,429464.35
21781,661902.83
21782,720631.58
21783,540306.56
21784,486910.95
21785,289746.0
21786,795617.31
21787,728483.19
21788,579684.07
21789,541120.76
21790,659328.62
21791,314764.21
21792,677697.46
21793,354246.52
21794,361704.45
21795,472305.21
21796,526244.43
21797,420056.46
21798,246368.75
21799,320729.47
21800,368757.55
21801,342341.89
21802,326894.84
21803,564689.4
21804,469765.03
21805,514410.74
21806,358110.95
21807,248648.66
21808,635213.76
21809,450398.68
21810,572389.17
21811,359039.93
21812,778631.34
21813,422793.89
21814,271075.2
21815,381549.1
21816,771412.26
21817,741321.8
21818,358888.24
21819,515929.66
21820,616902.12
21821,352793.96
21822,658015.07
21823,297193.29
21824,752025.42
21825,538814.83
21826,608306.12
21827,269397.93
21828,426121.56
21829,501983.61
21830,352808.5
21831,535535.51
21832,765750.89
21833,393506.7
21834,784850.43
21835,788725.68
21836,596813.77
21837,707989.8
21838,488378.17
21839,472395.62
21840,386959.85
21841,634016.79
21842,695062.23
21843,779791.58
21844,531296.33
21845,482570.26
21846,657523.07
21847,289371.07
21848,582183.34
21849,404773.42
21850,695885.0
21851,498010.77
21852,354161.24
21853,688727.13
21854,578180.67
21855,642772.43
21856,658150.32
21857,494515.95
21858,627581.37
21859,764977.79
21860,318502.29
21861,514599.74
21862,634723.93
21863,775434.96
21864,395499.74
21865,617731.98
21866,396456.36
21867,594427.4
21868,438149.45
21869,372856.96
21870,432024.16
21871,278074.1
21872,355739.18
21873,650370.92
21874,482857.13
21875,544784.07
21876,277944.67
21877,738745.27
21878,556974.52
21879,307548.36
21880,423702.9
21881,701513.29
21882,369403.6
21883,734090.62
21884,404838.13
21885,271496.68
21886,333832.75
21887,379099.9
21888,440217.99
21889,663621.99
21890,653832.45
21891,440807.67
21892,630201.18
21893,341414.56
21894,304749.52
21895,505155.35
21896,295776.37
21897,788486.86
21898,355204.11
21899,673586.19
21900,476844.14
21901,564468.55
21902,391347.49
21903,789806.44
21904,577763.78
21905,415733.07
21906,396071.96
21907,523708.13
21908,459798.7
21909,248694.2
21910,499505.35
21911,538640.84
21912,667842.07
21913,306162.49
21914,366003.95
21915,613877.56
21916,720700.75
21917,558659.95
21918,617130.59
21919,631472.39
21920,525830.86
21921,771617.78
21922,535757.9
21923,418395.98
21924,498892.7
21925,605832.42
21926,694997.05
21927,788696.89
21928,265054.68
21929,401586.67
21930,702245.94
21931,466472.14
21932,702825.58
21933,783187.84
21934,318059.07
21935,679649.32
21936,421886.54
21937,470057.56
21938,392725.71
21939,721770.98
21940,585094.44
21941,578295.35
21942,564202.7
21943,328551.38
21944,357275.81
21945,497475.49
21946,523468.81
21947,501400.61
21948,457579.59
21949,406656.81
21950,514555.75
21951,564101.52
21952,625521.64
21953,387204.17
21954,449425.58
21955,654751.84
21956,644622.75
21957,771273.64
21958,514874.51
21959,360118.62
21960,456156.24
21961,796384.43
21962,411424.62
21963,672524.83
21964,430279.23
21965,375175.26
21966,352364.92
21967,337164.35
21968,704941.13
21969,252704.78
21970,399345.89
21971,488334.59
21972,456793.31
21973,394551.95
21974,591652.31
21975,397755.67
21976,265125.03
21977,780088.77
21978,558829.34
21979,533719.86
21980,324580.39
21981,512620.68
21982,247969.08
21983,568435.93
21984,596247.48
21985,792407.28
21986,403863.87
21987,395718.44
21988,623361.08
21989,387153.0
21990,496146.85
21991,291635.42
21992,464545.51
21993,301360.72
21994,345743.73
21995,521257.48
21996,779599.82
21997,599736.42
21998,541020.49
21999,785481.76
22000,568656.84
22001,754383.91
22002,617977.94
22003,560169.2
22004,436836.81
22005,471543.85
22006,409097.75
22007,673667.35
22008,337926.7
22009,265078.58
22010,325760.39
22011,342530.25
22012,607146.31
22013,648973.1
22014,614133.85
22015,504050.87
22016,366050.77
22017,379823.15
22018,748999.73
22019,247199.56
22020,689133.84
22021,377400.41
22022,529606.5
22023,774698.56
22024,461047.34
22025,686958.71
22026,590101.95
22027,327328.44
22028,655527.98
22029,253775.58
22030,275402.84
22031,681734.42
22032,688322.2
22033,395832.37
22034,429232.28
22035,351560.03
22036,492280.04
22037,243238.45
22038,710705.81
22039,419924.55
22040,532715.68
22041,709122.2
22042,400847.94
22043,269822.54
22044,794751.33
22045,550113.16
22046,784050.01
22047,548650.78
22048,370667.59
22049,723049.73
22050,744137.33
22051,448388.38
22052,328448.4
22053,663663.23
22054,378842.59
22055,686856.22
22056,573376.35
22057,255094.24
22058,543440.12
22059,745590.17
22060,576971.1
22061,504388.31
22062,564634.29
22063,776979.1
22064,563872.92
22065,330234.38
22066,628421.8
22067,355134.79
22068,748816.79
22069,409712.96
22070,479814.2
22071,374312.15
22072,790666.43
22073,521820.69
22074,751531.21
22075,649467.46
22076,354069.95
22077,514573.98
22078,495031.2
22079,427114.39
22080,494931.93
22081,505306.04
22082,364986.35
22083,741553.15
22084,688970.23
22085,505798.01
22086,492685.94
22087,644373.25
22088,396811.89
22089,790423.64
22090,715612.01
22091,470776.63
22092,416069.65
22093,636936.37
22094,682894.83
22095,505188.17
22096,652881.14
22097,632809.47
22098,618405.06
22099,570500.07
22100,692286.53
22101,344239.74
22102,538225.59
22103,421802.53
22104,457529.55
22105,293930.34
22106,354390.29
22107,671231.2
22108,394093.19
22109,727974.98
22110,422918.19
22111,518916.67
22112,680521.52
22113,797469.35
22114,693554.86
22115,370876.56
22116,621962.42
22117,553320.31
22118,440154.87
22119,459744.21
22120,643953.73
22121,721020.99
22122,549390.91
22123,630879.7
22124,757885.97
22125,460782.95
22126,555932.48
22127,443704.06
22128,598740.54
22129,745753.24
22130,756331.94
22131,581999.47
22132,331349.74
22133,781636.64
22134,554662.47
22135,724634.48
22136,695878.11
22137,304131.86
22138,565450.82
22139,291184.01
22140,264891.84
22141,313432.19
22142,419943.16
22143,766695.79
22144,679306.08
22145,588943.32
22146,690127.39
22147,548662.74
22148,616673.7
22149,614521.65
22150,725777.87
22151,644570.19
22152,435906.28
22153,293777.19
22154,525763.27
22155,332161.23
22156,284502.74
22157,675099.46
22158,708079.5
22159,245687.68
22160,485107.69
22161,242687.76
22162,353710.22
22163,344798.52
22164,399456.29
22165,407599.47
22166,247584.76
22167,767968.48
22168,240195.24
22169,321534.84
22170,241045.51
22171,626099.12
22172,595791.38
22173,712632.69
22174,643525.67
22175,262099.82
22176,715444.68
22177,420390.73
22178,697125.95
22179,614194.34
22180,241474.73
22181,296429.73
22182,398241.65
22183,330991.35
22184,548766.17
22185,310972.26
22186,537285.46
22187,540896.24
22188,571486.52
22189,386858.24
22190,731302.71
22191,604485.01
22192,731533.53
22193,761205.49
22194,620722.6
22195,633890.43
22196,688009.1
22197,795780.59
22198,420301.0
22199,798449.4
22200,657794.6
22201,502033.35
22202,435602.81
22203,440755.03
22204,522637.39
22205,274324.52
22206,716996.21
22207,263968.44
22208,567789.34
22209,791811.59
22210,726430.95
22211,607490.33
22212,299432.78
22213,496901.68
22214,330579.94
22215,364449.84
22216,494761.86
22217,749100.03
22218,495746.34
22219,571343.31
22220,647558.26
22221,588024.69
22222,593524.97
22223,622332.13
22224,628941.75
22225,775698.27
22226,488133.24
22227,785114.14
22228,253434.39
22229,531446.82
22230,534327.28
22231,365480.1
22232,303650.13
22233,501069.72
22234,361032.02
22235,541678.09
22236,742765.74
22237,637273.23
22238,391983.04
22239,375153.38
22240,406912.7
22241,710377.21
22242,325562.57
22243,321664.68
22244,493429.18
22245,368646.94
22246,504920.97
22247,253383.2
22248,354229.94
22249,706017.15
22250,511753.37
22251,339134.53
22252,721881.0
22253,642858.98
22254,468723.77
22255,237979.29
22256,495633.75
22257,714514.85
22258,465781.33
22259,278970.0
22260,544944.67
22261,353097.28
22262,625994.3
22263,552373.7
22264,480590.72
22265,314123.44
22266,685717.92
22267,680621.73
22268,697143.0
22269,609907.51
22270,328089.0
22271,799348.15
22272,729021.43
22273,264031.57
22274,362802.32
22275,616435.8
22276,655002.82
22277,711575.4
22278,766901.84
22279,626460.25
22280,603208.69
22281,320671.53
22282,499614.4
22283,793561.02
22284,567399.97
22285,419500.05
22286,519635.78
22287,503744.33
22288,727559.07
22289,759762.28
22290,484938.85
22291,391648.39
22292,283872.49
22293,375215.51
22294,238962.96
22295,732730.89
22296,779767.37
22297,398583.35
22298,606545.31
22299,462177.33
22300,697010.09
22301,447631.89
22302,611660.87
22303,604602.09
22304,299207.95
22305,291329.21
22306,646943.84
22307,480474.84
22308,257217.24
22309,307248.34
22310,671904.02
22311,540917.17
22312,476161.61
22313,437439.38
22314,540854.18
22315,426995.98
22316,628632.23
22317,627358.15
22318,275158.49
22319,563273.26
22320,791180.86
22321,778294.0
22322,640306.54
22323,474584.48
22324,467397.85
22325,508888.23
22326,335677.88
22327,503898.06
22328,327663.22
22329,716443.61
22330,761550.99
22331,373615.8
22332,651309.58
22333,633251.36
22334,411786.71
22335,288339.78
22336,551561.36
22337,488509.2
22338,666526.79
22339,520490.58
22340,701553.98
22341,504993.73
22342,263454.77
22343,587039.16
22344,331170.05
22345,492253.56
22346,685376.6
22347,798920.18
22348,759524.86
22349,561124.6
22350,729262.87
22351,600461.73
22352,460037.15
22353,376684.51
22354,799393.04
22355,325607.61
22356,620047.03
22357,475027.3
22358,413944.67
22359,627109.82
22360,663343.94
22361,778665.44
22362,656465.33
22363,262233.04
22364,245377.26
22365,780943.77
22366,486331.52
22367,347415.22
22368,480189.17
22369,479845.17
22370,523889.63
22371,572849.72
22372,721246.66
22373,632555.62
22374,783441.27
22375,763400.52
22376,239916.04
22377,616397.69
22378,319934.38
22379,546318.58
22380,589489.11
22381,730000.01
22382,356387.2
22383,736109.37
22384,586560.92
22385,333079.67
22386,450661.11
22387,749448.81
22388,315360.72
22389,505437.65
22390,356431.32
22391,495268.76
22392,628042.4
22393,473076.49
22394,769762.93
22395,746974.12
22396,616912.58
22397,791915.06
22398,245383.09
22399,311642.31
22400,594755.91
22401,562866.04
22402,559787.34
22403,572658.75
22404,299427.92
22405,271744.77
22406,652149.29
22407,785296.67
22408,434570.1
22409,304442.31
22410,648769.16
22411,601889.52
22412,471866.17
22413,742924.25
22414,255448.98
22415,714862.9
22416,775574.49
22417,620895.52
22418,248694.82
22419,797656.97
22420,275485.83
22421,702914.71
22422,621607.26
22423,576363.69
22424,306211.51
22425,393306.47
22426,768569.84
22427,455093.78
22428,488821.84
22429,542545.46
22430,315941.25
22431,690155.11
22432,705746.64
22433,651313.95
22434,272328.59
22435,279638.84
22436,384328.48
22437,780998.17
22438,530206.58
22439,575763.15
22440,516116.48
22441,572405.86
22442,469538.22
22443,239440.5
22444,634887.93
22445,739175.85
22446,344106.36
22447,554726.75
22448,731783.29
22449,517218.03
22450,757231.66
22451,785649.47
22452,791161.97
22453,507939.27
22454,331155.93
22455,603816.45
22456,729756.56
22457,541422.72
22458,780209.41
22459,393377.52
22460,395780.83
22461,309353.36
22462,686792.09
22463,581701.96
22464,355905.13
22465,752963.18
22466,748546.96
22467,751647.43
22468,444855.73
22469,310553.57
22470,674245.73
22471,649010.93
22472,711209.28
22473,799320.54
22474,594034.41
22475,532155.97
22476,653658.94
22477,378503.37
22478,471772.39
22479,257275.78
22480,557354.74
22481,438030.47
22482,682419.27
22483,695101.78
22484,650313.95
22485,672809.26
22486,305479.14
22487,361774.52
22488,392781.27
22489,249903.6
22490,497367.72
22491,775147.71
22492,354884.3
22493,619466.86
22494,397184.4
22495,772554.63
22496,411970.48
22497,474617.1
22498,762552.55
22499,495726.53
22500,785529.34
22501,511411.57
22502,639680.38
22503,627403.65
22504,749634.64
22505,297186.95
22506,593394.18
22507,601142.39
22508,366398.53
22509,382473.86
22510,691758.74
22511,304390.22
22512,311370.12
22513,588278.42
22514,437180.6
22515,375886.7
22516,314793.98
22517,344002.35
22518,367424.43
22519,568409.7
22520,262469.75
22521,439940.8
22522,665785.74
22523,243724.11
22524,792638.17
22525,738706.42
22526,479240.41
22527,794456.79
22528,575725.64
22529,453530.61
22530,261529.8
22531,610847.66
22532,277663.21
22533,256755.78
22534,736305.0
22535,556125.86
22536,733069.41
22537,656596.38
22538,389047.83
22539,321633.02
22540,684265.67
22541,574214.54
22542,509276.34
22543,660849.37
22544,265276.84
22545,636853.94
22546,521268.97
22547,549316.26
22548,716494.82
22549,285534.65
22550,368413.5
22551,634559.11
22552,325727.84
22553,396277.8
22554,452525.79
22555,748728.46
22556,355314.28
22557,494594.01
22558,723914.25
22559,656852.75
22560,400573.42
22561,604842.4
22562,727746.42
22563,294483.81
22564,738707.84
22565,486683.25
22566,344493.99
22567,557863.59
22568,743080.92
22569,631320.41
22570,537164.17
22571,397066.59
22572,626083.62
22573,540196.25
22574,629053.38
22575,594773.6
22576,765237.42
22577,749986.85
22578,684568.72
22579,776819.28
22580,434262.31
22581,278365.44
22582,770285.22
22583,622920.36
22584,367233.65
22585,266042.11
22586,320345.36
22587,700071.1
22588,641803.9
22589,650777.86
22590,665268.25
22591,488723.93
22592,280590.9
22593,347246.42
22594,779921.7
22595,541103.03
22596,281652.5
22597,521234.69
22598,633366.19
22599,508448.9
22600,641509.44
22601,698661.23
22602,721405.75
22603,540338.34
22604,702714.51
22605,372585.95
22606,577552.68
22607,405762.56
22608,797031.43
22609,289036.77
22610,474949.79
22611,403208.51
22612,753226.64
22613,455174.91
22614,574162.35
22615,246000.2
22616,360089.28
22617,313175.49
22618,621800.66
22619,409881.04
22620,571578.47
22621,664256.79
22622,268148.18
22623,384157.07
22624,576714.64
22625,356530.86
22626,718711.13
22627,271066.05
22628,696748.96
22629,346579.79
22630,728949.91
22631,484488.59
22632,644440.01
22633,587227.37
22634,329213.67
22635,497834.95
22636,592072.83
22637,613647.35
22638,605586.27
22639,657444.21
22640,551602.5
22641,491339.9
22642,701048.95
22643,375555.06
22644,431718.27
22645,532702.21
22646,632289.21
22647,377066.48
22648,623704.23
22649,789261.85
22650,247110.32
22651,308164.49
22652,709742.19
22653,644623.56
22654,305252.78
22655,656002.25
22656,623275.64
22657,667508.98
22658,275494.16
22659,548320.09
22660,346277.53
22661,535089.4
22662,276336.98
22663,795061.55
22664,303202.51
22665,707102.03
22666,273315.49
22667,723878.95
22668,465403.75
22669,590402.66
22670,368740.87
22671,315575.3
22672,519281.05
22673,383884.06
22674,491743.15
22675,648102.52
22676,353386.23
22677,275382.79
22678,683732.8
22679,369486.11
22680,528096.19
22681,292890.84
22682,769577.66
22683,312223.4
22684,408893.46
22685,352484.62
22686,464919.03
22687,252780.72
22688,619465.09
22689,672272.6
22690,768804.16
22691,254962.61
22692,564107.27
22693,530828.02
22694,420054.18
22695,402130.41
22696,414329.61
22697,396626.55
22698,322425.09
22699,694861.43
22700,408902.84
22701,759985.28
22702,274793.07
22703,599320.83
22704,778530.19
22705,648136.41
22706,312044.5
22707,313809.56
22708,716503.49
22709,760297.39
22710,494750.64
22711,584164.28
22712,516239.78
22713,366803.06
22714,327239.86
22715,741874.12
22716,689984.69
22717,247199.85
22718,467617.6
22719,790746.45
22720,319807.79
22721,500147.8
22722,642323.78
22723,408344.54
22724,525192.37
22725,536871.51
22726,422364.0
22727,643340.22
22728,647305.79
22729,425829.59
22730,554625.98
22731,763468.7
22732,264491.99
22733,625860.52
22734,332295.71
22735,689665.08
22736,322420.8
22737,690099.21
22738,457664.69
22739,690031.95
22740,799264.84
22741,417844.38
22742,763526.46
22743,247296.5
22744,302698.55
22745,347277.08
22746,598736.14
22747,296070.43
22748,256902.1
22749,429057.66
22750,748379.05
22751,340160.11
22752,397589.64
22753,270939.78
22754,504710.61
22755,344670.51
22756,781938.57
22757,413808.47
22758,438352.94
22759,672947.68
22760,622299.12
22761,447873.18
22762,709130.01
22763,258918.17
22764,603241.17
22765,492336.37
22766,507332.92
22767,395551.83
22768,467285.01
22769,480442.12
22770,373933.36
22771,356508.99
22772,406465.29
22773,788404.08
22774,303675.76
22775,688928.53
22776,453555.79
22777,461636.69
22778,754595.94
22779,661783.85
22780,578437.59
22781,779091.17
22782,550617.47
22783,680694.78
22784,593317.48
22785,484140.12
22786,604096.87
22787,303105.77
22788,325927.16
22789,775342.66
22790,451523.51
22791,625181.51
22792,365047.2
22793,763588.67
22794,371906.36
22795,720259.37
22796,264244.22
22797,344396.36
22798,438260.58
22799,710351.41
22800,519519.74
22801,303758.41
22802,275963.47
22803,733941.46
22804,412602.04
